-6.0496,-0.11618,0.19784,11.362,-14,-11,-14
-6.3023,-0.11326,0.21013,12.035,-14,-11,-29
-6.1516,-0.15392,0.17542,12.508,-14,-16,-14
-5.9659,-0.15012,0.21831,12.682,-14,-16,-29
-6.2418,-0.12987,0.15377,12.23,-14,-16,0
-6.0473,-0.1071,0.14842,11.81,-14,-16,14
-6.0329,-0.16474,0.29566,12.526,-14,-21,-14
-6.0439,-0.13512,0.29002,12.969,-14,-21,-29
-5.8651,-0.16749,0.21562,11.757,-14,-21,0
-6.086,-0.1067,0.15311,11.579,-14,-21,14
-6.3535,-0.1217,0.16847,11.982,-14,-21,29
-5.9802,-0.15071,0.26048,12.901,-14,-26,-14
-6.17,-0.093564,0.27426,13.123,-14,-26,-29
-5.9292,-0.16871,0.2741,12.869,-14,-26,0
-6.0446,-0.070353,0.2274,11.671,-14,-26,14
-6.0795,-0.12727,0.19283,11.78,-14,-26,29
-5.6904,-0.13707,0.28725,12.697,-14,-31,-14
-5.9937,-0.1893,0.29416,12.364,-14,-31,-29
-5.6761,-0.15635,0.31707,12.44,-14,-31,0
-5.7868,-0.16568,0.24745,12.053,-14,-31,14
-5.838,-0.15354,0.21011,11.509,-14,-31,29
-5.6363,-0.13094,0.26229,11.863,-14,-36,-14
-5.6548,-0.15725,0.28857,13.328,-14,-36,-29
-5.4458,-0.14649,0.36617,12.078,-14,-36,0
-6.0956,-0.18407,0.27385,12.337,-19,-11,-14
-6.1613,-0.14494,0.20361,12.226,-19,-11,-29
-6.1692,-0.17091,0.2523,12.808,-19,-16,-14
-6.3748,-0.16316,0.25411,13.559,-19,-16,-29
-6.0789,-0.17795,0.19152,12.109,-19,-16,0
-6.3876,-0.070813,0.082897,11.887,-19,-16,14
-6.1439,-0.16522,0.2875,12.953,-19,-21,-14
-5.9222,-0.15534,0.24634,11.915,-19,-21,-29
-5.8969,-0.19354,0.24431,12.304,-19,-21,0
-6.2894,-0.14063,0.17414,11.938,-19,-21,14
-6.2463,-0.1787,0.21163,12.475,-19,-21,29
-6.0883,-0.16679,0.31764,12.91,-19,-26,-14
-6.1373,-0.21047,0.33154,12.635,-19,-26,-29
-5.7881,-0.17651,0.259,12.56,-19,-26,0
-6.1009,-0.20939,0.22129,12.291,-19,-26,14
-6.2428,-0.14099,0.20905,11.796,-19,-26,29
-5.929,-0.21784,0.30395,13.038,-19,-31,-14
-5.9564,-0.12863,0.35391,12.743,-19,-31,-29
-5.7333,-0.17437,0.29658,12.542,-19,-31,0
-5.8296,-0.16863,0.26695,12.301,-19,-31,14
-6.3705,-0.081699,0.21366,12.373,-24,-11,-14
-6.213,-0.11449,0.17267,12.257,-24,-11,-29
-6.3575,-0.14591,0.17611,11.883,-24,-11,0
-6.3143,-0.11709,0.15136,11.651,-24,-11,14
-6.1913,-0.20531,0.2784,12.981,-24,-16,-14
-6.3595,-0.16481,0.25818,12.713,-24,-16,-29
-6.0555,-0.16568,0.23046,11.612,-24,-16,0
-6.2275,-0.18906,0.19617,12.423,-24,-16,14
-6.0217,-0.16499,0.29358,12.969,-24,-21,-14
-6.1127,-0.18572,0.32453,12.378,-24,-21,-29
-6.0102,-0.20183,0.21847,11.717,-24,-21,0
-6.0271,-0.20574,0.18145,12.419,-24,-21,14
-6.53,-0.13451,0.14559,12.112,-24,-21,29
-6.0589,-0.1874,0.3477,13.215,-24,-26,-14
-5.9863,-0.24114,0.30976,12.36,-24,-26,-29
-5.8116,-0.23187,0.2971,12.82,-24,-26,0
-6.4074,-0.12063,0.21752,12.25,-24,-6,-29
-6.2521,-0.074535,0.27829,12.947,-29,-11,-14
-6.0683,-0.14836,0.25884,12.544,-29,-11,-29
-5.9929,-0.16197,0.19052,11.375,-29,-11,0
-6.1525,-0.16106,0.18573,11.485,-29,-11,14
-6.3071,-0.16489,0.29395,13.588,-29,-16,-14
-6.028,-0.212,0.21211,12.82,-29,-16,-29
-6.1245,-0.17033,0.19534,11.888,-29,-16,0
-6.2887,-0.14865,0.1674,11.769,-29,-1,-14
-6.4295,-0.13508,0.21633,12.554,-29,-1,-29
-5.9383,-0.1365,0.30873,12.546,-29,-21,-14
-6.13,-0.20484,0.33803,12.624,-29,-21,-29
-6.1427,-0.10835,0.22037,12.321,-29,-6,-14
-6.2619,-0.08745,0.17953,12.414,-29,-6,-29
-6.2626,-0.095898,0.11388,11.796,-29,-6,0
-6.0622,-0.18173,0.18687,12.269,-34,-11,-29
-6.0788,-0.15141,0.24018,12.516,-34,-16,-29
-6.1852,-0.10122,0.1535,12.6,-34,-1,-29
-6.1596,-0.098341,0.21563,12.496,-34,-6,-14
-5.9421,-0.12564,0.22387,12.31,-34,-6,-29
-6.166,-0.10178,0.16118,11.713,-4,-16,-14
-6.1597,-0.10474,0.17299,12.073,-4,-16,-29
-5.9998,-0.048407,0.11515,11.525,-4,-16,0
-5.8604,-0.072347,0.12661,11.107,-4,-16,14
-6.0548,-0.022351,0.15706,11.839,-4,-21,-14
-6.1312,-0.078822,0.23201,12.6,-4,-21,-29
-5.8023,-0.15443,0.19327,11.927,-4,-21,0
-5.8389,-0.096198,0.13584,11.377,-4,-21,14
-6.2081,-0.071879,0.069442,12.092,-4,-21,29
-5.8743,-0.15667,0.23524,12.285,-4,-26,-14
-5.9206,-0.13492,0.2811,12.431,-4,-26,-29
-5.7851,-0.11089,0.19333,11.819,-4,-26,0
-5.8526,-0.018818,0.26966,11.466,-4,-26,14
-5.92,-0.12105,0.10181,11.784,-4,-26,29
-5.7368,-0.16529,0.30158,12.094,-4,-31,-14
-5.8618,-0.17414,0.31846,12.394,-4,-31,-29
-5.6708,-0.12603,0.24686,11.754,-4,-31,0
-5.6073,-0.12636,0.25637,11.221,-4,-31,14
-5.7745,-0.09996,0.17967,11.629,-4,-31,29
-5.3447,-0.17544,0.2993,11.091,-4,-36,-14
-5.5427,-0.17326,0.31551,12.529,-4,-36,-29
-5.3496,-0.15473,0.30404,10.93,-4,-36,0
-5.4413,-0.093113,0.27666,11.155,-4,-36,14
-5.8129,-0.14222,0.19945,11.996,-4,-36,29
-6.1584,-0.035881,0.16261,11.708,0,-16,-14
-6.2558,-0.097797,0.13451,12.145,0,-16,-29
-5.9937,0.02604,0.10878,11.466,0,-16,0
-5.8765,-0.0050176,0.11343,11.436,0,-16,14
-5.8679,-0.07112,0.22205,11.375,0,-21,-14
-6.2927,-0.16946,0.23271,12.596,0,-21,-29
