-5.9145,-0.037869,0.20015,11.532,0,-21,0
-5.9191,-0.071442,0.179,11.545,0,-21,14
-5.7861,-0.084465,0.14307,11.311,0,-21,29
-5.7566,-0.033387,0.24702,11.495,0,-26,-14
-6.017,-0.13649,0.21781,12.119,0,-26,-29
-5.5946,-0.1072,0.20444,11.471,0,-26,0
-5.622,-0.11577,0.20631,11.261,0,-26,14
-5.6363,-0.088142,0.14901,11.302,0,-26,29
-5.7214,-0.17123,0.25168,11.468,0,-31,-14
-5.7478,-0.09443,0.22471,11.576,0,-31,-29
-5.4673,-0.090111,0.25573,11.109,0,-31,0
-5.5234,-0.12932,0.22233,11.225,0,-31,14
-5.6977,-0.058145,0.19901,11.541,0,-31,29
-5.4917,-0.076975,0.342,11.953,0,-36,-14
-5.5673,-0.15214,0.32477,12.231,0,-36,-29
-5.3512,-0.076,0.25643,11.266,0,-36,0
-5.4153,-0.11699,0.24042,11.282,0,-36,14
-5.6939,-0.11479,0.18397,11.86,0,-36,29
-6.0362,-0.039896,0.14965,11.723,10,-16,-14
-5.9724,-0.012391,0.17014,11.451,10,-16,-29
-5.9496,0.059572,0.080592,11.739,10,-16,0
-5.831,-0.0075899,0.087962,11.609,10,-16,14
-5.9848,0.0004747,0.1861,11.824,10,-21,-14
-5.8904,-0.04522,0.22246,11.624,10,-21,-29
-5.8693,-0.0030293,0.1224,11.885,10,-21,0
-5.4291,-0.04341,0.17459,11.116,10,-21,14
-6.0609,-0.0356,0.13843,12.264,10,-21,29
-5.7286,-0.039196,0.22871,11.456,10,-26,-14
-5.7696,-0.053572,0.24158,11.39,10,-26,-29
-5.6786,0.026669,0.19113,11.546,10,-26,0
-5.4929,-0.032256,0.1402,11.338,10,-26,14
-5.6781,-0.013755,0.18235,11.84,10,-26,29
-5.662,-0.096488,0.23704,11.664,10,-31,-14
-5.7151,-0.07893,0.18845,11.563,10,-31,-29
-5.6012,-0.0175,0.22042,11.789,10,-31,0
-5.3143,-0.05894,0.17502,11.198,10,-31,14
-5.4928,-0.042417,0.18827,11.586,10,-31,29
-5.2882,-0.039243,0.28158,11.216,10,-36,-14
-5.323,-0.037568,0.25674,11.259,10,-36,0
-5.1,-0.088819,0.25544,10.888,10,-36,14
-5.3191,-0.089413,0.22768,11.321,10,-36,29
-5.8319,0.029068,0.11875,11.547,15,-16,-14
-6.105,0.082823,0.14589,11.724,15,-16,-29
-5.7919,-0.014361,0.12227,11.494,15,-16,0
-5.7526,-0.0073194,0.14186,11.697,15,-16,14
-5.8207,-0.015449,0.099061,11.75,15,-16,29
-5.7187,0.020313,0.21101,11.52,15,-21,-14
-5.8606,-0.00064461,0.19851,11.462,15,-21,-29
-5.6171,0.0016115,0.18529,11.426,15,-21,0
-5.5859,0.016499,0.16209,11.566,15,-21,14
-5.6003,-0.052456,0.17661,11.437,15,-21,29
-5.6758,0.022537,0.23163,11.538,15,-26,-14
-5.6758,-0.080704,0.21914,11.397,15,-26,-29
-5.5149,-0.022031,0.16979,11.475,15,-26,0
-5.5627,-0.026673,0.18024,11.683,15,-26,14
-5.6091,-0.04658,0.13846,11.786,15,-26,29
-5.5063,-0.087631,0.26778,11.713,15,-31,-14
-5.7102,-0.095176,0.22804,11.714,15,-31,-29
-5.5604,-0.016103,0.17029,11.783,15,-31,0
-5.3521,-0.016754,0.19702,11.344,15,-31,14
-5.3901,-0.024217,0.20412,11.363,15,-31,29
-5.296,-0.022097,0.25846,11.328,15,-36,0
-5.1402,-0.046024,0.19192,11.079,15,-36,14
-5.4299,-0.013439,0.27601,11.656,15,-36,29
-5.8927,-0.033537,0.034605,11.873,20,-11,14
-5.9636,0.04622,0.17001,11.827,20,-16,-14
-5.8854,0.074687,0.13578,11.453,20,-16,-29
-5.7344,0.057304,0.10708,11.609,20,-16,0
-5.7042,-0.0097402,0.13651,11.783,20,-16,14
-5.581,0.037652,0.11225,11.423,20,-16,29
-5.8976,0.018697,0.15588,12.04,20,-21,-14
-5.9009,0.026533,0.15111,11.729,20,-21,-29
-5.7304,-0.037985,0.13567,11.791,20,-21,0
-5.7315,0.0021985,0.18095,12.081,20,-21,14
-5.488,0.016095,0.15418,11.475,20,-21,29
-5.6061,0.019017,0.21586,11.762,20,-26,-14
-5.551,-0.053463,0.23899,11.198,20,-26,-29
-5.6601,0.054842,0.19731,11.967,20,-26,0
-5.4692,-0.038254,0.16934,11.607,20,-26,14
-5.4952,-0.035248,0.14823,11.562,20,-26,29
-5.3002,-0.061476,0.242,11.17,20,-31,-14
-5.5145,0.015524,0.21242,11.799,20,-31,0
-5.3131,0.0016603,0.18146,11.406,20,-31,14
-5.343,-0.013647,0.18004,11.55,20,-31,29
-5.6652,0.11644,0.054296,11.283,25,-11,-14
-5.8342,0.057834,-0.014388,11.836,25,-11,0
-5.7305,0.048078,0.085756,11.683,25,-11,14
-5.7646,0.068494,0.031369,11.931,25,-11,29
-5.7248,0.1215,0.096728,11.611,25,-16,-14
-5.896,0.029139,0.12615,11.727,25,-16,-29
-5.5475,0.034076,0.16248,11.494,25,-16,0
-5.7047,0.045509,0.079237,11.992,25,-16,14
-5.7474,0.052127,0.023688,12.121,25,-16,29
-5.5737,-0.033638,0.19256,11.448,25,-21,-14
-5.658,0.028722,0.18514,11.388,25,-21,-29
-5.6606,0.027434,0.068357,11.975,25,-21,0
-5.5838,0.055202,0.07488,11.925,25,-21,14
-5.7543,0.0026158,0.050769,12.362,25,-21,29
-5.2802,-0.014068,0.14969,11.148,25,-26,0
-5.3514,0.030426,0.15605,11.373,25,-26,14
-5.3959,0.0057659,0.12583,11.708,25,-26,29
-5.8195,0.1357,-0.025703,11.663,30,-11,-14
-5.6734,0.15543,-0.018031,11.704,30,-11,0
-5.6899,0.048758,0.030683,11.87,30,-11,14
-5.6857,0.13266,0.028251,12.037,30,-11,29
-5.5711,0.10531,0.050549,11.7,30,-16,0
-5.5001,0.094295,0.065374,11.931,30,-16,14
-5.4877,0.080586,-0.017942,11.858,30,-16,29
-5.7906,0.075367,-0.065294,11.755,30,-1,14
-5.3256,0.065575,0.12783,11.549,30,-21,14
-5.2987,0.12149,0.10323,11.561,30,-21,29
-5.5967,0.13594,-0.033973,11.351,30,-6,0
-5.6873,0.032845,0.0059136,11.753,30,-6,14
-5.5625,0.17338,-0.015108,11.644,30,-6,29
-5.4568,0.13922,0.053872,11.439,35,-11,29
-5.5193,0.078591,0.062304,11.992,35,-16,29
-5.5361,0.16092,0.0064338,11.561,35,-1,29
-5.5121,0.074479,0.026511,11.628,35,-6,14
-5.5989,0.15928,-0.021726,11.827,35,-6,29
-5.8867,-0.03474,0.15807,11.221,5,-16,-14
-6.1011,-0.050374,0.11753,11.479,5,-16,-29
-5.8609,-0.031327,0.12254,11.394,5,-16,0
-5.8414,-0.012652,0.11884,11.478,5,-16,14
